period,group,TEK,Skill,Times_tested,Total_weighted_freq,Group_avg_score,Priority,Student_id
7,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2857142857142857,6,30012072.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30012163.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30015253.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30011790.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30011785.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30012097.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30012321.0
7,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30012072.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30012163.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30015253.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30011790.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30011785.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30012097.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30012321.0
7,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.14285714285714285,8,30012072.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30012163.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30015253.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30011790.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30011785.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30012097.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30012321.0
7,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2857142857142857,9,30012072.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30012163.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30015253.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30011790.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30011785.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30012097.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30012321.0
7,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.6666666666666666,10,30012072.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30012163.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30015253.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30011790.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30011785.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30012097.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30012321.0
7,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,11,30012072.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30012163.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30015253.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30011790.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30011785.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30012097.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30012321.0
7,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.0,12,30012072.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30012163.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30015253.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30011790.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30011785.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30012097.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30012321.0
7,4,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.2857142857142857,13,30012072.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30012163.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30015253.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30011790.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30011785.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30012097.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30012321.0
7,4,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.0,14,30012072.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30012163.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30015253.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30011790.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30011785.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30012097.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30012321.0
7,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2857142857142857,15,30012072.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30012163.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30015253.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30011790.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30011785.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30012097.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30012321.0
7,4,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.25,16,30012072.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30012163.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30015253.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30011790.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30011785.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30012097.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30012321.0
7,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.21428571428571427,17,30012072.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30012163.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30015253.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30011790.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30011785.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30012097.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30012321.0
7,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6428571428571429,18,30012072.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30012163.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30015253.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30011790.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30011785.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30012097.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30012321.0
7,4,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.6,19,30012072.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30012163.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30015253.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30011790.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30011785.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30012097.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30012321.0
7,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.0,20,30012072.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30012163.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30015253.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30011790.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30011785.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30012097.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30012321.0
7,4,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,21,30012072.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30012163.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30015253.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30011790.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30011785.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30012097.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30012321.0
7,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.25,22,30012072.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30012163.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30015253.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30011790.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30011785.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30012097.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30012321.0
7,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.5714285714285714,23,30012072.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30012163.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30015253.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30011790.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30011785.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30012097.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30012321.0
7,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.25,24,30012072.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30012163.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30015253.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30011790.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30011785.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30012097.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30012321.0
7,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,25,30012072.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30012163.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30015253.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30011790.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30011785.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30012097.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30012321.0
7,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.2857142857142857,26,30012072.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30012163.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30015253.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30011790.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30011785.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30012097.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30012321.0
7,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.6666666666666666,27,30012072.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30012163.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30015253.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30011790.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30011785.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30012097.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30012321.0
7,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30012072.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30012163.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30015253.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30011790.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30011785.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30012097.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30012321.0
7,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,0.3333333333333333,29,30012072.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30012163.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30015253.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30011790.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30011785.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30012097.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30012321.0
7,4,6.10(C) [R],Revise a draft. ,0,0.0,0.42857142857142855,30,30012072.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30012163.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30015253.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30011790.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30011785.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30012097.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30012321.0
7,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.42857142857142855,31,30012072.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30012163.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30015253.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30011790.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30011785.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30012097.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30012321.0
7,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.6,32,30012072.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30012163.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30015253.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30011790.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30011785.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30012097.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30012321.0
7,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.5471428571428572,33,30012072.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30012163.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30015253.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30011790.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30011785.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30012097.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30012321.0
7,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.7857142857142857,34,30012072.0
8,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.375,1,30011442.0
8,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.375,1,30014828.0
8,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.375,1,30012237.0
8,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.375,1,30011317.0
8,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.375,1,30011424.0
8,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,2,30011442.0
8,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,2,30014828.0
8,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,2,30012237.0
8,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,2,30011317.0
8,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,2,30011424.0
8,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,3,30011442.0
8,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,3,30014828.0
8,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,3,30012237.0
8,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,3,30011317.0
8,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,3,30011424.0
8,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.8,4,30011442.0
8,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.8,4,30014828.0
8,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.8,4,30012237.0
8,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.8,4,30011317.0
8,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.8,4,30011424.0
8,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,5,30011442.0
8,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,5,30014828.0
8,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,5,30012237.0
8,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,5,30011317.0
8,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,5,30011424.0
8,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.3333333333333333,6,30011442.0
8,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.3333333333333333,6,30014828.0
8,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.3333333333333333,6,30012237.0
8,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.3333333333333333,6,30011317.0
8,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.3333333333333333,6,30011424.0
8,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.75,7,30011442.0
8,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.75,7,30014828.0
8,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.75,7,30012237.0
8,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.75,7,30011317.0
8,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.75,7,30011424.0
8,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,8,30011442.0
8,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,8,30014828.0
8,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,8,30012237.0
8,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,8,30011317.0
8,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,8,30011424.0
8,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.2,9,30011442.0
8,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.2,9,30014828.0
8,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.2,9,30012237.0
8,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.2,9,30011317.0
8,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.2,9,30011424.0
8,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30011442.0
8,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30014828.0
8,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30012237.0
8,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30011317.0
8,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30011424.0
8,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,11,30011442.0
8,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,11,30014828.0
8,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,11,30012237.0
8,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,11,30011317.0
8,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,11,30011424.0
8,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.0,12,30011442.0
8,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.0,12,30014828.0
